"concept"	"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"selection"
"heat"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3836470387	
"fried"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3841219725	
"yogurt"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3842669588	
"homemade"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3843765568	
"firebox"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3844348966	
"kitchens"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3845347829	
"earthenware"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3846881883	
"lampshades"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3846993574	
"meats"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3847746909	
"custard"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3851099882	
"tteok"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3852330312	
"pasta"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3856163628	
"snacks"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.385666718	
"cream"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.385672421	
"payasam"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3856771298	
"fumes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3858267346	
"fondue"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.385880659	
"jar"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3859692103	
"kraters"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.386037235	
"provolone"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3860659602	
"grilling"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3865436863	
"fire"	"pos"	"hot hot"	"conceptnet manually_included"	"certain"	0.3866655203	
"fires"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3867258134	
"chutneys"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.387689097	
"casserole"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3890222474	
"puree"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3895389963	
"condiment"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3896032987	
"woks"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3899077931	
"molten"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.39025575	
"vegetables"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.390569252	
"broiled"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3907650862	
"empanadas"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3912904644	
"refried"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3913953183	
"charcoal"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3915108832	
"browned"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3915574798	
"focaccia"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3917491812	
"vapor"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3918734006	
"glow"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3918761139	
"dessert"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3924352438	
"sandwiches"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3926585564	
"grill"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3931256482	
"emulsifying"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3931406891	
"firewood"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3933082486	
"macchiato"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3933682693	
"hearth"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3933749377	
"popcorn"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3933784131	
"seasonings"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3934429623	
"bake"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3937422433	
"cookware"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3939226209	
"dish"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3940412903	
"juices"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.394137536	
"countertop"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3951306441	
"cupcake"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3951824759	
"cheesecloth"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.395508638	
"juice"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3957678979	
"pastries"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3959377834	
"roast"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3960831979	
"burning"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.396272496	
"melt"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3975765383	
"pots"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3978090149	
"soot"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3979773822	
"tortillas"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.398014898	
"noodles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3980850773	
"kiln"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3983346632	
"powdered"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3985152772	
"bathtub"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3987896387	
"kerosene"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3988136867	
"lamps"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3990596353	
"ingredients"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.3993391279	
"souffl"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4004625189	
"tray"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4004759717	
"pizza"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4010472116	
"flatbread"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4012211347	
"cans"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4013383086	
"butter"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4013855615	
"khichdi"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4018409556	
"laundry"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4020434775	
"cookers"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4022563584	
"hot"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4041143874	
"tea"	"pos"	"is_hot is_cold is_hot is_cold"	"cslb manually_included"	"certain"	0.4044339379	
"hydronic"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4045466983	
"freezer"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.405068138	
"saucepan"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.405211147	
"hypocaust"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4055488064	
"caramelized"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4061725841	
"clothes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4064846113	
"candy"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4073171568	
"heated"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4075259205	
"toilet"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4075530651	
"boil"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4079327039	
"chocolate"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4083283122	
"pomade"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4084871665	
"pie"	"pos"	"is_hot"	"cslb"	"not_certain"	0.4094820915	
"pudding"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.409792222	
"tub"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4100161863	
"mooncakes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4100690023	
"steam"	"pos"	"hot"	"conceptnet"	"not_certain"	0.4105513318	
"humidifiers"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4128388169	
"snack"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4131669742	
"preheated"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4151818145	
"casseroles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4152001748	
"superheat"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4153062173	
"sauce"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4159474744	
"sauna"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4160931355	
"roasted"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4171245935	
"drink"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4171548273	
"ovens"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4178462374	
"enchiladas"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.417977676	
"pouring"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4182250003	
"tandoor"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4182530629	
"heaters"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4183865687	
"atole"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4192761789	
"cooker"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4195885551	
"preheating"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4196281599	
"spiciness"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4203623134	
"drinks"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4205851839	
"bottle"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4216145362	
"dough"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4222627047	
"marinade"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.42297343	
"dishes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.423225153	
"mug"	"pos"	"is_hot"	"cslb"	"not_certain"	0.4243044222	
"barbecue"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4249964473	
"shower"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4265726191	
"refrigerator"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4276390294	
"percolator"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4280156948	
"heater"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4284000602	
"gochujang"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4290721052	
"candles"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4297730965	
"pies"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4306489063	
"sundaes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4308332511	
"furnace"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4316485114	
"bread"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4351541684	
"lamp"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4393029245	
"frying"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4400780706	
"vaporizer"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4402644158	
"pot"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4405737308	
"chimney"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4407120612	
"boiling"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4420017423	
"vinaigrette"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.444254156	
"burner"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4450981744	
"boiler"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4458368825	
"roasting"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4487972352	
"griddle"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4493648189	
"quesadillas"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4494721251	
"braising"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4531766811	
"baking"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4572915912	
"smoke"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4581565438	
"coffee"	"pos"	"is_hot hot is_hot hot"	"cslb conceptnet manually_included"	"certain"	0.4594852747	
"stoves"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4633176239	
"fireplaces"	"pos"	"hot"	"conceptnet"	"not_certain"	0.4644989786	
"kettle"	"pos"	"is_hot"	"cslb"	"not_certain"	0.4646467449	
"baked"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4677941528	
"cakes"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4706293304	
"soup"	"pos"	"is_hot is_cold is_hot is_cold"	"cslb manually_included"	"certain"	0.4776739539	
"toaster"	"pos"	"is_hot"	"cslb"	"not_certain"	0.4787310225	
"cake"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4823635358	
"heating"	"pos"	"pos"	"manually_included"	"certain"	0.4828768237	
"buttercream"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4896602207	
"cooked"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4926267861	
"kitchen"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4935283569	
"candle"	"pos"	"is_hot"	"cslb"	"not_certain"	0.4957390895	
"flame"	"pos"	"hot"	"conceptnet"	"not_certain"	0.4965471843	
"fireplace"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.4997700063	
"cooking"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.5036959982	
"stovetop"	"neg/pos"	"neighbors-200"	"wikipedia_sgns_model"	"not_certain"	0.5618515638	
"stove"	"pos"	"is_hot hot"	"cslb conceptnet"	"not_certain"	0.6109173817	
"oven"	"pos"	"is_hot"	"cslb"	"not_certain"	0.6158355253	
