word,n_entries,n_senses_total,wn_senses
adjourn,1,2,2
adjudge,1,2,1
adjudicate,1,3,2
adjunct,1,2,5
adjust,1,2,5
adjutant,1,2,2
admass,1,2,1
administer,1,3,5
administration,1,4,6
administrator,1,3,3
Admiralty,1,2,2
admiration,1,2,3
admire,1,2,2
admissible,1,2,1
admission,1,5,4
admit,1,4,8
admixture,1,2,3
ad lib,1,2,0
ado,1,2,1
adolescent,1,2,5
adopt,1,4,7
adoption,1,2,3
adorable,1,2,1
adoration,1,2,3
adore,1,3,1
adorn,1,2,3
adornment,1,2,2
adrenalin,1,2,1
adrift,1,2,4
advanced,1,3,20
advancement,1,2,3
Advent,1,3,3
adventure,1,2,3
adventurer,1,3,2
adventurous,1,2,1
adversity,1,2,2
advertise,1,2,2
advertisement,1,2,1
advice,1,2,1
advise,1,4,3
advisory,1,2,2
aerate,1,2,3
aerobatics,1,2,1
aerodynamics,1,2,1
aesthetic,1,3,4
afar,1,2,1
affair,1,3,3
affectation,1,2,1
affected,1,3,8
affiliation,1,2,2
affinity,1,3,7
affirm,1,2,3
affliction,1,2,3
afford,1,3,4
afloat,1,5,3
afoot,1,2,3
afraid,1,3,4
Afro -,1,2,0
after all,1,2,0
afterglow,1,2,2
afterlife,1,2,1
afternoon,1,2,2
afterthought,1,2,2
again,1,7,1
against,1,8,0
agape,1,2,4
ageing,1,3,6
ageless,1,2,1
agency,1,3,5
agent,1,3,6
agglutination,1,2,3
aggravate,1,2,2
aggravation,1,2,3
aggregation,1,2,2
aggression,1,2,5
aggressive,1,3,3
aggrieved,1,2,2
agitate,1,3,6
agitation,1,2,5
agitator,1,2,1
agnostic,1,2,4
agony,1,2,2
agreeable,1,2,3
agreement,1,3,6
agree,1,5,7
agree with,1,3,0
ahead,1,4,8
ail,1,2,3
airborne,1,3,1
aircushion,1,2,0
airfield,1,2,1
airgun,1,2,1
airhole,1,2,0
airily,1,2,1
airing,1,4,9
airletter,1,2,0
airlock,1,2,1
airmail,1,2,3
air - sea rescue,1,2,0
airway,1,2,4
airy,1,5,4
aisle,1,3,3
aitch,1,2,0
aitch - bone,1,2,0
akin,1,2,2
alabaster,1,2,4
*B1 la mode,1,2,0
albino,1,2,1
album,1,2,2
albumen,1,2,2
alcohol,1,3,2
alcoholism,1,2,2
alcove,1,2,1
alderman,1,2,1
alibi,1,2,3
alienate,1,2,3
alienation,1,3,4
alight on,1,2,0
alignment,1,4,4
align with,1,2,0
alive,1,5,7
allegory,1,2,3
allergic,1,2,2
allergy,1,2,1
alley,1,4,2
allied,1,2,6
alligator,1,2,3
allocate,1,3,1
allocation,1,2,3
allotment,1,3,2
allowance,1,5,7
allow,1,6,10
all -,1,2,0
all - in,1,2,0
all - night,1,2,0
all over,1,3,0
all right,1,4,0
allurement,1,2,3
alma mater,1,2,0
almighty,1,2,2
almond,1,2,2
aloe,1,2,1
aloft,1,2,4
alone,1,3,6
aloof,1,2,2
aloud,1,2,2
alpaca,1,2,3
alpha and omega,1,2,0
alpine,1,3,3
already,1,3,1
also,1,2,1
also - ran,1,2,0
altar,1,3,2
alteration,1,2,3
altercation,1,2,1
alter,1,2,5
altitude,1,3,3
always,1,2,5
amalgam,1,2,2
amalgamate,1,2,2
amass,1,2,2
amber,1,2,3
ambiguity,1,2,2
ambiguous,1,2,3
ambition,1,2,3
ambitious,1,2,2
ambrosia,1,2,4
amen,1,2,1
amenable,1,3,4
amend,1,2,3
amendment,1,2,2
amenity,1,2,1
Americanism,1,2,3
amethyst,1,2,2
among,1,5,0
amount,1,2,7
amour,1,2,1
amp,1,2,2
amphibian,1,3,4
ample,1,2,3
amplify,1,3,4
amplitude,1,3,3
amuse,1,2,2
amusement,1,3,2
anachronism,1,2,3
anaemic,1,2,2
anaesthesia,1,2,1
analogy,1,4,3
analyse,1,4,4
analysis,1,4,6
analyst,1,2,3
anarchist,1,2,1
anarchy,1,3,1
anathema,1,3,2
anatomy,1,4,3
anchorage,1,4,5
and,1,10,0
anemone,1,2,2
angel,1,3,4
angelica,1,2,3
angelus,1,2,2
angle bracket,1,2,0
Anglo -,1,2,0
Anglo - Indian,1,2,0
Anglo - Saxon,1,3,0
angora,1,3,4
angry,1,2,3
angular,1,4,2
animalism,1,2,2
animation,1,2,6
animism,1,2,1
animosity,1,2,1
ankle,1,2,1
annals,1,2,2
annex,1,3,3
annexation,1,2,2
anniversary,1,2,1
annotation,1,2,2
announce,1,4,4
annoyance,1,3,5
annuity,1,2,1
annunciation,1,2,3
anodyne,1,2,2
anomaly,1,2,3
anonymous,1,2,2
answerable,1,3,2
answer for,1,3,0
antagonism,1,2,4
antecedents,1,2,4
antedate,1,2,2
antediluvian,1,2,4
anterior,1,2,3
anteroom,1,2,1
anthem,1,2,2
anthropoid,1,2,4
anticipatory,1,3,1
anticlimax,1,2,2
antidote,1,2,1
antipathetic,1,2,2
antipathy,1,3,2
antiquity,1,3,3
anti -,1,4,0
antisocial,1,5,2
antithesis,1,3,2
antithetic,1,2,1
anvil,1,2,2
anxiety,1,4,2
anxious,1,3,2
anybody,1,4,0
anyhow,1,4,2
anywhere,1,6,1
apartment,1,3,1
aperture,1,2,3
apex,1,2,2
apocalyptic,1,3,2
Apocrypha,1,2,1
apocryphal,1,3,2
apogee,1,2,2
apology,1,3,3
apoplectic,1,2,1
apostasy,1,2,2
apostle,1,3,3
apostolic,1,2,2
apotheosis,1,3,2
appalling,1,2,6
appanage,1,3,2
apparatus,1,4,2
apparent,1,2,2
apparently,1,2,2
appealing,1,2,7
appeal to,1,3,0
appear,1,7,7
appearance,1,3,6
appearances,1,3,6
appeasement,1,2,1
appendix,1,2,2
appetite,1,3,1
applaud,1,2,2
apple,1,3,2
apple pie,1,2,0
applicable,1,3,1
application,1,6,7
apply,1,5,10
appoint,1,4,3
appointed,1,3,7
appointment,1,4,6
appraisal,1,2,3
appreciate,1,5,5
appreciation,1,5,5
appreciative,1,3,2
apprehend,1,3,3
apprehension,1,3,4
apprenticeship,1,3,1
approachable,1,2,3
approbation,1,2,2
appropriation,1,3,3
approval,1,3,4
approximation,1,2,4
appurtenance,1,2,2
apricot,1,2,3
a,1,17,7
apron,1,3,4
apt,1,3,4
aquamarine,1,3,2
aquarium,1,2,1
Aquarius,1,3,3
aquatic,1,2,3
aquatint,1,2,3
Arab,1,2,2
arabesque,1,3,2
Arabic numeral,1,2,0
arbiter,1,2,2
arbitrary,1,2,1
arbitrate,1,2,1
arbitration,1,2,2
arch -,1,2,0
archetype,1,2,1
archipelago,1,2,1
architect,1,2,1
architecture,1,2,4
archives,1,2,3
archway,1,2,1
arctic,1,2,4
area,1,4,6
arena,1,3,4
aren't,1,2,0
arguable,1,2,2
argue,1,6,3
argument,1,4,7
arid,1,3,2
Aries,1,3,3
arise,1,3,7
aristocracy,1,3,2
aristocrat,1,2,1
armament,1,4,2
armature,1,5,1
armed,1,2,5
armlet,1,2,1
armoured,1,2,3
armourer,1,2,3
armour,1,4,4
arms,1,7,10
army,1,3,3
aroma,1,2,2
arouse,1,2,7
arr .,1,2,0
arraign,1,2,2
arrange,1,3,7
arrangement,1,6,6
arras,1,2,1
arrears,1,3,2
arrival,1,2,3
arrive,1,4,2
arrow,1,2,2
arse,1,2,2
arsenal,1,2,3
arterial,1,2,1
artery,1,2,2
artful,1,2,2
artichoke,1,2,2
articles,1,2,5
articulation,1,4,5
artifice,1,4,1
artificer,1,2,3
artificial,1,3,3
artillery,1,2,3
artist,1,3,1
artistic,1,3,3
ascend,1,3,8
ascent,1,2,3
asexual,1,2,1
ashamed,1,2,1
ashore,1,2,1
ashy,1,2,1
asleep,1,4,5
aspect,1,5,5
asperity,1,5,2
asphodel,1,2,1
aspiration,1,4,4
aspirin,1,2,1
assail,1,2,3
assemblage,1,2,4
assemble,1,3,3
assembly,1,4,6
assert,1,4,4
assertion,1,2,2
assess,1,3,8
assessment,1,3,4
assessor,1,2,1
asset,1,2,1
assiduity,1,2,1
assign,1,4,8
assignment,1,2,6
assimilate,1,3,5
assimilation,1,2,6
assize,1,2,2
assoc .,1,2,0
association,1,3,8
assorted,1,2,4
assume,1,3,9
assumption,1,2,7
assurance,1,3,4
assure,1,4,6
astern,1,3,3
astir,1,2,2
as if,1,5,0
as long as,1,2,0
as of,1,2,0
as regards,1,2,0
as to,1,3,0
astray,1,2,2
astronomical,1,2,2
asunder,1,2,2
asylum,1,3,2
atavism,1,2,1
athletic,1,2,3
at all,1,3,0
atmosphere,1,3,6
atmospheric,1,2,1
atom,1,2,2
atomic,1,4,3
atonality,1,2,1
- a,1,2,0
- able,1,2,0
- age,1,6,0
- al,1,2,0
- an,1,3,0
- ance,1,2,0
- ant,1,2,0
- ar,1,2,0
- ate,1,4,0
- ation,1,3,0
atrocious,1,2,3
atrocity,1,3,2
attachment,1,5,7
attach,1,2,5
attach to,1,5,0
attainment,1,2,3
attendance,1,3,3
attend,1,4,5
attend to,1,2,0
attentive,1,3,2
attestation,1,2,2
attest,1,4,4
attic,1,2,5
attitude,1,4,4
attorney,1,2,1
attract,1,3,3
attraction,1,2,5
attractive,1,2,3
attribute,1,2,4
attribute to,1,2,0
attribution,1,2,2
attrition,1,2,5
audacious,1,2,3
audacity,1,3,2
audience,1,3,4
audio - visual,1,2,0
auditor,1,2,3
augmentation,1,2,3
augury,1,3,1
aunt,1,2,1
Aunt Sally,1,2,0
aura,1,2,3
auricle,1,2,2
auscultation,1,2,1
auspicious,1,2,1
austere,1,3,3
austerity,1,3,1
Austro -,1,2,0
autarchy,1,2,2
autarky,1,2,1
authentic,1,2,2
authenticate,1,2,1
authenticity,1,2,1
author,1,2,3
authoritative,1,4,3
authority,1,7,7
authorization,1,2,4
authorize,1,3,2
authorship,1,2,2
autobiography,1,2,1
autocracy,1,2,2
autocrat,1,2,1
automatism,1,2,1
automaton,1,2,2
av .,1,2,0
available,1,2,3
avalanche,1,2,3
avenge,1,2,1
avenue,1,3,2
aversion,1,2,2
avert,1,2,2
aviation,1,3,4
avoid,1,2,5
await,1,2,1
awakening,1,3,4
awaken to,1,2,0
aware,1,3,2
awash,1,2,1
awful,1,3,7
awkward,1,5,6
A - 1,1,2,0
A level,1,2,0
awry,1,2,4
axiomatic,1,2,3
axis,1,2,6
azalea,1,2,1
BA,1,3,2
babe,1,2,2
babu,1,2,1
baby talk,1,2,0
bachelor,1,2,3
bacillus,1,2,1
backbone,1,4,5
backdrop,1,2,1
backer,1,2,1
background,1,6,9
backhanded,1,3,3
backhander,1,2,3
backing,1,3,13
backlash,1,2,3
backpedal,1,2,3
backstairs,1,2,2
backstroke,1,3,2
backtrack,1,2,1
backup,1,2,5
back door,1,2,0
back formation,1,2,0
back number,1,2,0
back seat,1,2,0
back up,1,2,0
backward,1,4,7
backwards,1,7,2
backwash,1,2,3
backwater,1,2,2
backwoodsman,1,2,1
backyard,1,2,1
bacon,1,4,3
badge,1,2,3
badly,1,3,10
badly - off,1,2,0
bagatelle,1,3,3
baggage,1,4,3
bailey,1,2,4
bailiff,1,3,1
bail out,1,4,0
bake,1,3,4
balance of power,1,3,0
balcony,1,2,2
bald,1,2,4
bale out,1,2,0
ballad,1,3,2
ball bearing,1,2,0
ballet,1,4,2
balls,1,2,13
balm,1,2,2
balmy,1,2,2
balsa,1,2,2
balsam,1,3,3
bamboo,1,2,2
bandy about,1,2,0
banger,1,3,2
bangle,1,2,2
bang away,1,2,0
bang out,1,2,0
banish,1,2,4
banker,1,2,2
bankruptcy,1,3,3
bank holiday,1,2,0
bank up,1,3,0
bannock,1,2,1
banns,1,2,1
baptism,1,4,1
baptize,1,3,1
Bar,1,3,19
barbaric,1,2,2
barbarism,1,2,1
barbarity,1,2,2
barbarous,1,3,2
barbed,1,2,3
bard,1,2,3
barely,1,2,2
barge into,1,2,0
barge pole,1,2,0
barnacle,1,2,2
barn,1,3,2
barn dance,1,2,0
barn door,1,2,0
barnstorm,1,3,2
barometer,1,2,1
baron,1,2,3
baronial,1,2,1
baroque,1,2,4
barracks,1,2,4
barred,1,2,6
barrel,1,5,6
barren,1,4,4
barring,1,2,5
bar mitzvah,1,2,0
bar sinister,1,2,0
baseball,1,2,2
baseline,1,2,3
basilica,1,2,2
basilisk,1,2,3
basin,1,7,5
basis,1,2,3
bask,1,2,2
basket,1,5,4
basketball,1,2,2
basketry,1,2,1
bas - relief,1,2,0
bassinet,1,2,2
bastion,1,2,3
batch,1,2,4
bathrobe,1,2,1
bathroom,1,2,2
batik,1,2,2
baton,1,5,5
battery,1,6,7
battleaxe,1,2,0
battlefield,1,2,1
battlements,1,2,1
bauble,1,2,2
bawl,1,2,3
bazaar,1,2,3
beachcomber,1,2,1
beacon,1,5,5
beadle,1,2,2
beaker,1,3,2
be -,1,6,0
be - all and end - all,1,2,0
beam - ends,1,2,0
bean,1,10,5
beanpole,1,2,0
bearer,1,5,4
bearing,1,7,20
bearish,1,2,1
bearskin,1,2,2
bear down,1,3,0
bear down on,1,3,0
bear up,1,4,0
beast,1,3,2
beaten,1,4,25
beater,1,2,2
beatification,1,2,3
beating,1,2,25
beat about,1,2,0
beat down,1,2,0
beat out,1,3,0
beat up,1,3,0
beau,1,2,2
beautiful,1,2,2
beauty,1,4,3
beauty spot,1,2,0
beaver,1,4,8
become,1,3,4
becoming,1,2,6
bedding,1,2,7
bedevil,1,2,2
bedfellow,1,3,2
bedlam,1,2,2
bedpost,1,2,1
bedrock,1,2,2
bedroom,1,2,1
bed down,1,2,0
bee,1,5,2
beech,1,2,2
been,1,5,13
beer,1,4,1
beet,1,2,2
beetroot,1,2,2
beforehand,1,2,2
beget,1,2,1
beggarly,1,2,2
begin,1,2,11
beg,1,6,4
beguile,1,3,2
behave,1,3,3
behaviour,1,3,4
Behemoth,1,2,2
behindhand,1,2,2
behold,1,2,1
belabour,1,3,3
beleaguer,1,2,2
belfry,1,3,2
belie,1,2,2
belief,1,4,2
believe,1,3,5
believe in,1,3,0
believer,1,2,2
belligerency,1,2,2
belligerent,1,2,3
bellow,1,2,4
bellows,1,2,5
belly,1,2,6
belong,1,2,6
belong to,1,3,0
belted,1,2,4
belting,1,2,4
bench,1,5,9
benefaction,1,2,2
benefit of clergy,1,2,0
benign,1,2,3
berry,1,2,4
beset,1,2,3
beside,1,4,0
besiege,1,3,3
besmear,1,2,1
bestial,1,2,1
bestiality,1,2,2
bestrew,1,2,1
beta,1,2,4
bethel,1,3,1
betide,1,2,1
betray,1,4,6
betrayal,1,2,2
betroth,1,2,1
betrothal,1,2,2
betrothed,1,2,3
bevy,1,2,2
bewitch,1,2,3
bey,1,2,2
bib,1,2,3
Bible,1,2,2
bibliographer,1,2,1
bibliography,1,3,1
bidding,1,2,9
biennial,1,2,3
bight,1,2,5
bigotry,1,2,1
big brother,1,2,0
bijou,1,2,1
bilberry,1,2,3
bile,1,2,1
bilge,1,3,4
bilious,1,2,3
billion,1,2,5
bimetallic,1,2,2
bimonthly,1,2,5
bin,1,2,4
binary,1,2,4
binder,1,4,4
bingo,1,2,1
binocular,1,2,1
biography,1,2,1
biology,1,2,3
bipartite,1,2,2
birdie,1,2,3
bird's - eye view,1,2,0
bird of passage,1,2,0
birth,1,4,6
birthday,1,2,2
biscuit,1,5,2
bishop,1,2,3
bittersweet,1,2,4
bitty,1,2,1
blackberry,1,2,3
blackcurrant,1,2,0
blacken,1,2,2
blackjack,1,3,5
blackly,1,3,0
blackout,1,5,5
blackthorn,1,2,2
black and tan,1,3,0
black and white,1,2,0
black hole,1,2,0
black out,1,3,0
black power,1,2,0
bladder,1,2,2
blade,1,4,9
blanch,1,2,2
bland,1,2,3
blank cheque,1,2,0
blarney,1,2,2
blasphemous,1,2,2
blasphemy,1,2,2
blasted,1,3,11
blazing,1,2,8
blazonry,1,2,1
bleak,1,3,3
bleed,1,5,5
bleeder,1,4,1
blender,1,2,1
blend in,1,2,0
blessed,1,3,10
blessing,1,5,9
bless,1,4,4
blighter,1,2,2
blinder,1,2,4
blind date,1,2,0
blind spot,1,3,0
blinkered,1,2,1
blinkers,1,3,4
blip,1,2,2
blistering,1,2,7
bloated,1,2,2
bloc,1,2,1
blockage,1,2,3
blockbuster,1,3,2
blond,1,2,3
bloodless,1,4,5
bloodletting,1,2,2
bloodsucker,1,2,1
blood money,1,2,0
blotch,1,2,2
blot out,1,2,0
blotter,1,3,2
blouse,1,2,1
blower,1,3,3
blowhole,1,3,2
blowout,1,4,3
blow in,1,2,0
blow out,1,4,0
blow - up,1,3,0
blow up,1,5,0
blues,1,2,10
boar,1,2,2
boarder,1,3,3
boardinghouse,1,2,1
boards,1,2,15
bodyguard,1,2,2
body,1,13,12
body blow,1,2,0
bog,1,2,3
bogie,1,2,2
boiler,1,2,2
boiling point,1,2,0
boil over,1,2,0
boil up,1,2,0
boisterous,1,2,3
bold,1,7,4
boldfaced,1,2,1
bollocks,1,2,3
Bolshevik,1,2,3
Bolshevism,1,2,1
bombard,1,2,5
bombardier,1,2,2
bomber,1,2,3
bonanza,1,2,2
bonbon,1,2,1
bond -,1,2,0
bonded,1,2,4
bonnet,1,3,3
bonny,1,2,1
bonus,1,4,2
bony,1,2,3
booby,1,2,2
booby trap,1,2,0
boodle,1,2,2
bookbindery,1,2,1
booking,1,2,6
books,1,5,15
book in,1,2,0
bookworm,1,2,2
boon,1,2,2
booster,1,4,6
booth,1,5,4
bootlace,1,2,1
boozer,1,2,1
bop,1,2,4
borderland,1,2,1
borrow,1,4,2
borrowing,1,2,4
borscht,1,2,1
botanical,1,2,2
botanize,1,2,1
bottleneck,1,2,4
bottom,1,17,12
bottom out,1,2,0
boulevard,1,2,1
bouncer,1,3,1
bouncy,1,2,2
boundary,1,3,3
bounds,1,2,9
bounteous,1,2,1
bountiful,1,2,2
bounty,1,3,4
bourgeoisie,1,2,1
bout,1,3,4
boutique,1,2,1
bovine,1,2,3
bowels,1,3,2
bower,1,2,2
bowing,1,2,8
bowline,1,2,1
bowling,1,2,6
bowl over,1,2,0
bow to,1,2,0
box up,1,2,0
Br,1,2,2
braces,1,2,14
bracken,1,2,2
braggadocio,1,2,1
brainstorm,1,2,2
brains,1,5,7
brainwashing,1,2,3
brash,1,2,1
brass,1,5,7
brassy,1,3,3
brawn,1,2,1
brazen,1,2,3
bread,1,9,3
bread - and - butter,1,3,0
breadbasket,1,2,3
breadfruit,1,2,2
breadline,1,2,1
breadth,1,5,2
breakage,1,3,3
breakaway,1,6,2
breakdown,1,4,4
breakthrough,1,3,3
breakup,1,2,2
break away,1,2,0
break down,1,7,0
break - in,1,2,0
break in,1,3,0
break into,1,5,0
break off,1,2,0
break out,1,4,0
break up,1,8,0
bream,1,2,5
breath,1,19,5
breathe,1,9,9
breathe in,1,2,0
breather,1,2,2
breathless,1,5,3
breathtaking,1,2,1
breeches,1,2,2
breeder,1,2,1
breeding,1,4,10
breeding - ground,1,2,0
breezy,1,2,2
breve,1,2,1
briar,1,2,4
brickbat,1,2,2
brick,1,8,2
brick up,1,2,0
bridgehead,1,2,2
bridge over,1,2,0
brier,1,2,5
brig,1,2,2
brigade,1,2,2
brigadier - general,1,2,0
bright,1,7,11
brimstone,1,2,1
brine,1,2,3
bring,1,7,11
bring about,1,2,0
bring around,1,3,0
bring back,1,4,0
bring down,1,7,0
bring forward,1,4,0
bring in,1,5,0
bring off,1,2,0
bring out,1,5,0
bring over,1,2,0
bring round,1,4,0
bring to,1,2,0
bring up,1,10,0
bring up against,1,2,0
brink,1,3,3
brisk,1,2,4
bristle with,1,2,0
bristly,1,2,2
British,1,2,2
brittle,1,4,4
broach,1,2,2
broadsheet,1,2,1
broadside,1,5,8
broiler,1,4,2
broker,1,2,3
bromide,1,2,2
brood over,1,3,0
broody,1,2,3
broom,1,3,5
broth,1,2,2
brotherhood,1,4,4
brother - in - law,1,3,0
brow,1,5,3
Brownie,1,2,3
brownstone,1,2,2
brutal,1,4,4
brutality,1,2,2
brutish,1,3,1
buck up,1,3,0
buddy,1,2,1
buffalo,1,2,5
buffoonery,1,2,1
bugger about,1,2,0
buggy,1,3,3
builder,1,2,3
building,1,2,14
buildup,1,2,3
build in,1,2,0
build into,1,2,0
build up,1,4,0
built - up,1,2,0
bulb,1,2,6
bulky,1,2,1
bulldog,1,3,3
bulldoze,1,3,1
bullet,1,3,3
bulletin,1,3,2
bull's - eye,1,5,0
bulwark,1,2,4
bum around,1,2,0
bumpy,1,3,2
bun,1,3,1
bundle up,1,2,0
bunker,1,3,6
buoyancy,1,3,4
burble,1,3,1
bureau,1,4,2
bureaucracy,1,3,3
bureaucrat,1,2,1
burning,1,4,22
burnt offering,1,2,0
burnt - out,1,2,0
burn down,1,2,0
burn into,1,2,0
burn off,1,2,0
burn out,1,5,0
burn up,1,6,0
bursary,1,2,1
burst in on,1,2,0
burst into,1,2,0
burst out,1,2,0
bury,1,3,6
busby,1,2,1
bush,1,3,9
bushwhack,1,2,3
business,1,11,9
businessman,1,2,1
- board,1,3,0
- born,1,3,0
- bound,1,2,0
- burner,1,2,0
bust out,1,3,0
bust - up,1,2,0
bust up,1,3,0
butchery,1,2,3
butterfly,1,3,5
butterscotch,1,2,1
but that,1,3,0
buttoned up,1,3,0
button - down,1,2,0
button up,1,2,0
buy out,1,2,0
buy up,1,2,0
buzzard,1,2,2
buzzer,1,2,2
bylaw,1,2,1
by - product,1,2,0
byword,1,2,1
byzantine,1,2,4
cabaret,1,2,2
cabbage,1,3,4
caber,1,2,1
cabin,1,3,4
cabinet,1,5,4
caboose,1,2,2
cab,1,3,4
cabriolet,1,2,1
cacao,1,2,1
cachet,1,3,3
cadence,1,2,3
cadet,1,2,1
cadre,1,2,2
caesura,1,2,2
caisson,1,3,4
calabash,1,3,5
calculable,1,2,1
calculate,1,3,6
calculation,1,3,3
calculator,1,2,2
calculus,1,2,3
calendar,1,3,4
calendar month,1,2,0
calendar year,1,2,0
calibrate,1,2,3
calibration,1,2,1
calibre,1,3,2
caller,1,3,9
calling,1,2,29
callous,1,2,3
callow,1,2,1
call back,1,3,0
call down,1,4,0
call for,1,3,0
call in,1,4,0
call off,1,2,0
call on,1,3,0
call out,1,4,0
call sign,1,2,0
call - up,1,3,0
call up,1,5,0
calm down,1,2,0
calorie,1,2,2
calumny,1,2,2
calvary,1,2,2
camel,1,3,1
camelhair,1,2,1
camellia,1,2,1
Camembert,1,2,1
cameo,1,2,1
camera,1,3,2
cameraman,1,2,1
camomile,1,2,1
camper,1,2,2
campground,1,2,1
camp follower,1,2,0
camp out,1,2,0
campus,1,3,1
canal,1,2,4
canalize,1,3,2
cancellation,1,3,2
cancel,1,7,6
cancer,1,2,5
Cancer,1,2,5
candid,1,2,3
candidate,1,2,2
candidature,1,2,1
candidly,1,2,1
candied,1,2,3
candle,1,5,3
candlewick,1,3,2
candyfloss,1,2,1
canister,1,2,2
canna,1,2,1
cannabis,1,2,2
canned,1,2,4
cannibal,1,2,1
cannot,1,3,0
canny,1,3,1
canonical,1,2,4
canopy,1,3,4
can't,1,2,0
canteen,1,4,5
cantor,1,2,2
canvas,1,3,10
capability,1,2,3
capable,1,3,5
capacity,1,5,9
capitalization,1,4,4
capitalize,1,3,6
capitation,1,2,1
caprice,1,3,1
Capricorn,1,2,3
capsule,1,4,9
caption,1,2,4
caramel,1,2,4
carat,1,2,2
caravan,1,3,3
caraway,1,2,2
carbohydrate,1,2,1
carbon,1,4,3
carbuncle,1,2,2
carcass,1,4,1
cardamom,1,2,2
cards,1,7,14
card index,1,2,0
careen,1,3,3
care for,1,3,0
carefree,1,2,2
careful,1,4,5
careless,1,4,3
caretaker,1,2,2
carnival,1,2,3
carnivore,1,2,2
carob,1,2,3
carousel,1,2,2
car,1,3,5
car park,1,2,0
carriage,1,8,5
carrier,1,5,11
carrot,1,3,4
carry off,1,3,0
carry - on,1,2,0
carry on,1,2,0
carry on with,1,2,0
carry - over,1,3,0
carry over,1,2,0
cartel,1,2,1
cartoon,1,3,3
cartridge,1,3,4
carver,1,2,4
carve,1,6,3
carve up,1,2,0
carving,1,2,6
cashew,1,2,2
casing,1,2,5
cask,1,2,2
casket,1,2,3
cassava,1,2,3
casserole,1,2,2
cassette,1,2,1
castaway,1,2,2
caste,1,4,4
caster,1,2,3
castigate,1,2,2
casting,1,3,15
cast - iron,1,2,0
cast off,1,5,0
casualty,1,4,4
catamaran,1,2,1
cataract,1,3,2
catching,1,2,33
catchment area,1,2,0
catch on,1,2,0
catch up,1,3,0
catechism,1,2,2
cater,1,2,2
cater for,1,2,0
cater to,1,2,0
caterwaul,1,2,2
catharsis,1,2,2
cat's eye,1,2,0
cat's paw,1,3,0
cat,1,16,10
catwalk,1,2,2
cauliflower,1,2,2
caulk,1,2,2
causal,1,4,1
causation,1,2,1
cause c *31 l *B3 bre,1,2,0
cavalry,1,2,2
caveat,1,2,2
cave - in,1,2,0
cave in,1,3,0
caveman,1,2,1
cavernous,1,3,2
caviar,1,2,1
cayenne pepper,1,2,0
cc,1,2,2
cedar,1,2,3
ceiling,1,4,4
celebrate,1,4,3
celebration,1,2,3
celebrity,1,2,2
celery,1,2,2
celestial,1,2,3
cell,1,5,7
cellar,1,3,3
cellarage,1,2,2
cello,1,2,1
cellular,1,3,2
celluloid,1,2,3
cellulose,1,2,1
census,1,2,2
cent -,1,2,0
centime,1,2,2
centrepiece,1,2,2
century,1,4,2
